gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocytes	neoplastic
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.252	0.019
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.134	0.007
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.252	0.019
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.134	0.007
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.252	0.019
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.134	0.007
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.06	0.006
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	1.338	0.091
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	1.338	0.091
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	2.243	0.165
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS059EC4FAE	0.177	0.018
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	1.338	0.091
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	1.074	0.067
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	1.475	0.099
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.19	0.016
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.19	0.016
PROS1	P07225	False	PROS_HUMAN		CPI-SS09C4988F8	0.308	0.023
PROS1	P07225	False	PROS_HUMAN		CPI-SS0C85BC9AF	0.308	0.023
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0BBA3F8DC	0.103	0.006
GPR37	O15354	False	GPR37_HUMAN		CPI-SS078D3318D	0.299	0.032
S1PR2	O95136	False	S1PR2_HUMAN		CPI-SS041C01EC0	0.076	0.003
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.207	0.013
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	4.462	0.333
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	0.667	0.059
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.537	0.04
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.014	0.0
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.634	0.042
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS090FC28E1	0.111	0.013
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0B9E8C0DE	0.161	0.011
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.111	0.013
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.161	0.011
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS0FF55B42C	0.182	0.016
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.365	0.025
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.476	0.041
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.161	0.011
GPR37	O15354	False	GPR37_HUMAN		CPI-SS0AB647854	0.299	0.032
GPR37L1	O60883	False	G37L1_HUMAN		CPI-SS082900482	4.224	0.33
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.395	0.022
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.823	0.082
UNC5C	O95185	False	UNC5C_HUMAN		CPI-SS0EB74F3FF	0.718	0.052
SLIT1	O75093	False	SLIT1_HUMAN		CPI-SS027028983	0.15	0.014
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS01D36DDFA	0.616	0.048
NTN1	O95631	False	NET1_HUMAN		CPI-SS00C9DE87A	0.066	0.004
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	1.148	0.086
ADORA1	P30542	False	AA1R_HUMAN		CPI-SS03E7587E4	0.522	0.035
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	0.343	0.015
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	0.302	0.027
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.024	0.002
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0DFA98A14	0.024	0.002
CD55	P08174	False	DAF_HUMAN		CPI-SS061A7E099	0.308	0.032
AR	P10275	False	ANDR_HUMAN		CPI-SC09F8C9859	0.008	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0D8CC2248	0.131	0.009
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	2.661	0.2
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS03CC15FF3	0.062	0.004
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	4.751	0.367
CDH2	P19022	False	CADH2_HUMAN		CPI-SS0EE09A201	2.3	0.195
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.267	0.024
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	1.941	0.139
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS085195142	0.9	0.058
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	1.757	0.143
APLNR	P35414	False	APJ_HUMAN		CPI-SS0D8148841	0.269	0.011
BSG	P35613	False	BASI_HUMAN		CPI-SS02DA892C8	4.477	0.366
CDH6	P55285	False	CADH6_HUMAN		CPI-SS0C53F7672	0.046	0.003
CD47	Q08722	False	CD47_HUMAN		CPI-SC05C71E348	3.244	0.26
SEMA5A	Q13591	False	SEM5A_HUMAN		CPI-SS0D00AAD2F	0.202	0.011
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.271	0.02
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS033E857EB	0.097	0.005
RORB	Q92753	False	RORB_HUMAN		CPI-SC0A1E8C5F6	1.483	0.111
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS0F2FBF1F6	1.134	0.072
SIRPB1	O00241	True	SIRB1_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.256	0.022
TYROBP	O43914	True	TYOBP_HUMAN	SIRB1_complex	CPI-SC05C71E348	0.256	0.022
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.195	0.013
TGFBR1	P36897	True	TGFR1_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.09	0.004
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.019	0.001
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.019	0.001
TGFBR1	P36897	True	TGFR1_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.019	0.001
ACVR2A	P27037	True	AVR2A_HUMAN	TGFR_AVR2A	CPI-SC001669E22	0.195	0.013
ACVR2B	Q13705	True	AVR2B_HUMAN	TGFR_AVR2B	CPI-SC017215F7F	0.09	0.004
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC0DABCC4B5	0.019	0.001
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC051FC855D	0.019	0.001
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor1	CPI-SC070741884	0.019	0.001
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.019	0.001
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.019	0.001
TGFBR2	P37173	True	TGFR2_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.019	0.001
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC01AADFEB3	0.019	0.001
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC074D3FFBC	0.019	0.001
ACVR1	Q04771	True	ACVR1_HUMAN	TGFbeta_receptor2	CPI-SC0F36DD437	0.019	0.001
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-SC09F8C9859	2.838	0.195
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-SC0A1E8C5F6	1.146	0.074
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.089	0.005
ITGB1	P05556	True	ITB1_HUMAN	integrin_a3b1_complex	CPI-SC0E5A1BA8E	0.089	0.005
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.141	0.01
ITGB1	P05556	True	ITB1_HUMAN	integrin_a5b1_complex	CPI-SC0ABE9B7D2	0.141	0.01
ITGB1	P05556	True	ITB1_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.877	0.063
ITGB1	P05556	True	ITB1_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	0.877	0.063
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC069FF84F5	0.124	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC0B5F57CE1	0.124	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_a9b1_complex	CPI-SC061E89E41	0.124	0.002
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.877	0.063
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC08C485EAE	0.089	0.005
ITGA3	P26006	True	ITA3_HUMAN	integrin_a3b1_complex	CPI-SC0E5A1BA8E	0.089	0.005
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC06C3BA86F	0.141	0.01
ITGA5	P08648	True	ITA5_HUMAN	integrin_a5b1_complex	CPI-SC0ABE9B7D2	0.141	0.01
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b1_complex	CPI-SC024FAED24	0.877	0.063
ITGA6	P23229	True	ITA6_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	1.387	0.104
ITGB4	P16144	True	ITB4_HUMAN	integrin_a6b4_complex	CPI-SC0322BA9B5	1.387	0.104
ITGA7	Q13683	True	ITA7_HUMAN	integrin_a7b1_complex	CPI-SC03FF6E42F	0.877	0.063
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC069FF84F5	0.124	0.002
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC0B5F57CE1	0.124	0.002
ITGA9	Q13797	True	ITA9_HUMAN	integrin_a9b1_complex	CPI-SC061E89E41	0.124	0.002
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-SC08F923F07	0.877	0.063
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	0.979	0.072
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	3.115	0.243
ITGB5	P18084	True	ITB5_HUMAN	integrin_aVb5_complex	CPI-SC09B45FB39	0.979	0.072
ITGB8	P26012	True	ITB8_HUMAN	integrin_aVb8_complex	CPI-SC0202406F0	3.115	0.243
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC0EFDBED2D	0.05	0.005
ITGAX	P20702	True	ITAX_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	0.05	0.005
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC0EFDBED2D	0.05	0.005
ITGB2	P05107	True	ITB2_HUMAN	integrin_aXb2_complex	CPI-SC08CB03AD8	0.05	0.005
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS0795802F6	0.119	0.003
SLC7A1	P30825	False	CTR1_HUMAN		CPI-SS03105D292	0.119	0.003
CD44	P16070	False	CD44_HUMAN		CPI-SS02AB0C3E0	1.552	0.114
CD44	P16070	False	CD44_HUMAN		CPI-SS03DA2A820	1.552	0.114
CD44	P16070	False	CD44_HUMAN		CPI-SS014C07723	1.552	0.114
CD44	P16070	False	CD44_HUMAN		CPI-SS03722104E	1.552	0.114
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.729	0.054
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	1.412	0.122
SORT1	Q99523	False	SORT_HUMAN		CPI-SS02A53F29E	1.412	0.122
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	1.412	0.122
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.115	0.011
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS068C129D6	2.8	0.218
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0CD56A2CC	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS07B775F8D	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0A94347F7	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS02B24ACED	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0864EE3DE	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0F73F8631	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS035E6950E	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS06703B08B	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0C4B40F75	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS06F5B58EC	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS08F2F1471	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS0D35A8B40	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS09AF6EAE2	0.316	0.028
WNT7A	O00755	False	WNT7A_HUMAN		CPI-CS08643D43B	0.316	0.028
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS08A2C42C8	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS064EF7C8D	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0D38CFA9D	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS039773901	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0AF87C2AB	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS096FD79C8	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0722E870D	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0854644B2	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0F96B32B8	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS01C37C086	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS011A5A5AB	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS0542286CC	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS02C36592B	0.405	0.039
WNT7B	P56706	False	WNT7B_HUMAN		CPI-CS044E2BF6D	0.405	0.039
NDP	Q00604	False	NDP_HUMAN		CPI-CS0EFD8682E	2.656	0.181
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0F1A060D4	0.108	0.012
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS00550260E	0.108	0.012
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS0B990492C	0.108	0.012
NECTIN3	Q9NQS3	False	PVRL3_HUMAN		CPI-SS02FBD007E	0.108	0.012
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.134	0.007
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.134	0.007
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS01CA704DD	2.801	0.203
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0DC9D2C55	2.801	0.203
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.06	0.006
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.06	0.006
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS09D379E5B	0.06	0.006
SORL1	Q92673	False	SORL_HUMAN		CPI-SS07ACDDCD6	2.288	0.183
SORL1	Q92673	False	SORL_HUMAN		CPI-SS083CBFACD	2.288	0.183
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	3.631	0.282
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	3.244	0.26
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.31	0.031
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS09C06644C	4.269	0.339
CADM4	Q8NFZ8	False	CADM4_HUMAN		CPI-SS02D18D12B	0.61	0.055
EPB41L1	Q9H4G0	False	E41L1_HUMAN		CPI-SS0B3829651	0.706	0.054
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	2.284	0.188
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	2.284	0.188
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06B86672A	2.284	0.188
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0735F5C3A	2.284	0.188
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	2.284	0.188
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	3.376	0.259
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	3.376	0.259
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS00E68BB92	3.376	0.259
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BF3ED143	3.376	0.259
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	1.267	0.091
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	1.267	0.091
FGFRL1	Q8N441	False	FGRL1_HUMAN		CPI-SS0CB6968B9	0.806	0.064
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS068C742A1	1.074	0.06
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS085EE60B1	1.074	0.06
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0D46E2B45	1.074	0.06
TGFBR3	Q03167	False	TGBR3_HUMAN		CPI-SS0178F5C45	1.074	0.06
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.172	0.011
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS034D36D2F	1.243	0.093
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS055E061C9	1.243	0.093
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS033CB0BB2	1.243	0.093
VSTM1	Q6UX27	False	VSTM1_HUMAN		CPI-SS064281234	0.097	0.005
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08CC8F9D3	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS00F859B66	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0B174B76B	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS05EAF93CC	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08109C435	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0D35E69F6	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0C99F8D96	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS0DF85303A	2.092	0.181
BMP7	P18075	False	BMP7_HUMAN		CPI-CS08A853007	2.092	0.181
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0AEE2FB22	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0F4A9F786	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03D4B768E	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS090FFEDFE	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0484364A2	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS0C091F24B	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS017A50010	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS01319F57A	0.061	0.005
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-CS03DF8BD36	0.061	0.005
BMPR1A	P36894	False	BMR1A_HUMAN		CPI-CS0569B9B91	0.759	0.077
GDF11	O95390	False	GDF11_HUMAN		CPI-CS05CAC687A	0.19	0.016
GDF11	O95390	False	GDF11_HUMAN		CPI-CS0A79056B0	0.19	0.016
GDF10	P55107	False	GDF10_HUMAN		CPI-CS0DD047CC3	0.176	0.006
AR	P10275	False	ANDR_HUMAN		CPI-CS0EC7F7C75	0.008	0.0
AR	P10275	False	ANDR_HUMAN		CPI-CS039E9FE7F	0.008	0.0
AR	P10275	False	ANDR_HUMAN		CPI-SS0BAB345B5	0.008	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.073	0.01
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0055264F3	0.071	0.004
MIF	P14174	False	MIF_HUMAN		CPI-SS00EDDD458	1.475	0.099
MIF	P14174	False	MIF_HUMAN		CPI-SS0ABC5C1B8	1.475	0.099
GRN	P28799	False	GRN_HUMAN		CPI-SS08CA619FE	1.345	0.114
GRN	P28799	False	GRN_HUMAN		CPI-SS0DA033F03	1.345	0.114
GRN	P28799	False	GRN_HUMAN		CPI-SS0C4E86714	1.345	0.114
COPA	P53621	False	COPA_HUMAN		CPI-SS088A0A760	2.144	0.153
COPA	P53621	False	COPA_HUMAN		CPI-SS0302E8E8F	2.144	0.153
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0C10824C7	0.297	0.012
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS0632A027A	0.297	0.012
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS00CFAFE79	0.297	0.012
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.297	0.012
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	0.673	0.04
APP	P05067	False	A4_HUMAN		CPI-SS0A0718AC5	0.673	0.04
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	1.886	0.136
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	1.886	0.136
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	1.886	0.136
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS0D89E7C19	0.189	0.017
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS099F73A95	0.822	0.06
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0259A0EB4	0.822	0.06
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	0.748	0.063
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	0.218	0.016
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09918B680	0.205	0.013
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.205	0.013
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS043102EAA	0.411	0.037
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS05F96EA59	0.216	0.013
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	0.823	0.082
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	0.823	0.082
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.102	0.011
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.102	0.011
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.597	0.044
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.597	0.044
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.199	0.023
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.199	0.023
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.199	0.023
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.199	0.023
SEMA6A	Q9H2E6	False	SEM6A_HUMAN		CPI-CS0837F11F9	0.712	0.062
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.616	0.048
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	0.616	0.048
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	1.225	0.098
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.166	0.022
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	1.348	0.1
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.867	0.072
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.207	0.013
TF	P02787	False	TRFE_HUMAN		CPI-SS0AA4D8EF3	0.673	0.053
HFE	Q30201	False	HFE_HUMAN		CPI-SS0651A6E1F	0.09	0.016
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.07	0.009
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.062	0.004
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0A84B95C5	1.378	0.123
CXCL8	P10145	False	IL8_HUMAN		CPI-SS052C9BB74	0.92	0.084
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.057	0.006
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.057	0.006
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.27	0.027
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.27	0.027
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.389	0.035
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0A13FF479	0.389	0.035
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.476	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.476	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.476	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.476	0.041
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.476	0.041
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.241	0.017
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0EE9E214A	0.04	0.002
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.886	0.068
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.182	0.016
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.365	0.025
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.042	0.002
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.042	0.002
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.103	0.006
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.103	0.006
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05F45873A	0.103	0.006
