gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Neoplastic	microglial_cell
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-CS08BD41C01	0.029	0.001
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0AC9A92AD	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS016BAF864	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS00DEA8C12	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0444041A5	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS06703B08B	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0FF5F9AAF	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0C2B25B68	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0854644B2	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS05C76711D	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0CC6D5AFF	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS01E2B7EF5	0.029	0.011
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-CS0CCD8150B	0.029	0.011
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS04C0033E6	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0890B81F6	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS008DA70F3	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS044358A94	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0C4B40F75	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0C93912BC	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0EFD1729B	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0F96B32B8	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0FB43E17E	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS0252398E9	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP5	CPI-CS01377664E	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS062754C53	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0382E5A36	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS01521EE2B	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A2518705	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS06F5B58EC	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS07A47FD47	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A5EAECEB	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS01C37C086	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS09F32EE7D	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS0A16E48B6	0.027	0.0
FZD6	O60353	True	FZD6_HUMAN	FZD6_LRP6	CPI-CS035AE34D1	0.027	0.0
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0507A53BC	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS04EF7616F	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS00D2EE99D	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0F8EF2F56	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS08F2F1471	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS01C2D7CF3	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS035CDF184	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS011A5A5AB	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0CA549059	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS066C7EA9C	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS069C5C656	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP5	CPI-CS0B03558D5	0.039	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS04B8C1A44	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0613E3AB7	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS04EF3E555	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS086CDC104	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0D35A8B40	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS05835BB8A	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0BDB8F8B9	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0542286CC	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0A13F16D1	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0003E8838	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS037DFC929	0.065	0.001
FZD7	O75084	True	FZD7_HUMAN	FZD7_LRP6	CPI-CS0754A8484	0.065	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0FE6AA4D0	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0782E09E8	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS008F67A0E	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0F1D971DE	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0244B7A6E	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS09B942EAA	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS02E7B3383	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS01A382EA4	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0B512D5C5	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS0702C5FFF	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP5	CPI-CS072025B4D	0.006	0.001
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05FC0F405	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.006	0.002
FZD9	O00144	True	FZD9_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.006	0.002
B2M	P61769	True	B2MG_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.282	1.231
FCGRT	P55899	True	FCGRN_HUMAN	FcRn_complex	CPI-CS0FC62E03D	0.282	1.231
GALR1	P47211	True	GALR1_HUMAN	GALR1	CPI-CS078789914	0.001	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR1	CPI-CS078789914	0.001	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS003A1148E	0.001	0.0
GPR151	Q8TDV0	True	GP151_HUMAN	GALR2	CPI-CS0253C9C61	0.001	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS003A1148E	0.001	0.0
GALR2	O43603	True	GALR2_HUMAN	GALR2	CPI-CS0253C9C61	0.001	0.0
CSF2RB	P32927	True	IL3RB_HUMAN	GMCSFR	CPI-CS0210859AB	0.002	0.048
CSF2RB	P32927	True	IL3RB_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.001	0.0
CSF2RA	P15509	True	CSF2R_HUMAN	GMCSFR	CPI-CS0210859AB	0.002	0.048
IGF1R	P08069	True	IGF1R_HUMAN	IGF1R_enhancerComGPC3	CPI-CS099D829B9	0.005	0.0
GPC3	P51654	True	GPC3_HUMAN	IGF1R_enhancerComGPC3	CPI-CS099D829B9	0.005	0.0
IL10RA	Q13651	True	I10R1_HUMAN	IL10_receptor	CPI-CS090610CD1	0.008	0.184
IL10RB	Q08334	True	I10R2_HUMAN	IL10_receptor	CPI-CS090610CD1	0.008	0.184
IL11RA	Q14626	True	I11RA_HUMAN	IL11_receptor	CPI-CS0B41A1AAE	0.063	0.02
IL13RA1	P78552	True	I13R1_HUMAN	IL13_receptor	CPI-CS02010E82F	0.004	0.14
IL4R	P24394	True	IL4RA_HUMAN	IL13_receptor	CPI-CS02010E82F	0.004	0.14
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS0465E25F9	0.012	0.001
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS093EA33BE	0.012	0.001
IL1R1	P14778	True	IL1R1_HUMAN	IL1_receptor	CPI-CS01C6805BA	0.012	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS0465E25F9	0.012	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS093EA33BE	0.012	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor	CPI-CS01C6805BA	0.012	0.001
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS05F37AC7A	0.004	0.012
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS09CDFC0C5	0.004	0.012
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1_receptor_inhibitor	CPI-CS0A13FF479	0.004	0.012
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33_receptor	CPI-CS0552A7387	0.001	0.0
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL36_receptor	CPI-CS0A84CCCDB	0.0	0.001
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS05F37AC7A	0.004	0.012
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS09CDFC0C5	0.004	0.012
IL1R2	P27930	True	IL1R2_HUMAN	IL1_receptor_inhibitor	CPI-CS0A13FF479	0.004	0.012
IL20RA	Q9UHF4	True	I20RA_HUMAN	IL20_receptor_Type_I	CPI-CS0BB947675	0.004	0.0
IL20RB	Q6UXL0	True	I20RB_HUMAN	IL20_receptor_Type_I	CPI-CS0BB947675	0.004	0.0
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33_receptor	CPI-CS0552A7387	0.001	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.002	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0D8A77C69	0.002	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-CS0A84CCCDB	0.0	0.001
IL5RA	Q01344	True	IL5RA_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.001	0.0
IL6R	P08887	True	IL6RA_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.022	0.165
IL7R	P16871	True	IL7RA_HUMAN	IL7_receptor	CPI-CS08B606C20	0.003	0.02
IL2RG	P31785	True	IL2RG_HUMAN	IL7_receptor	CPI-CS08B606C20	0.003	0.02
KREMEN1	Q96MU8	True	KREM1_HUMAN	Kremen1_LRP6	CPI-CS087CB7080	0.024	0.005
KREMEN1	Q96MU8	True	KREM1_HUMAN	Kremen1_LRP6	CPI-CS0F6E83D4B	0.024	0.005
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-CS0D1C23747	0.003	0.0
KREMEN2	Q8NCW0	True	KREM2_HUMAN	Kremen2_LRP6	CPI-CS0730C30B0	0.003	0.0
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	0.119	0.164
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0F5B070C5	0.119	0.164
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	0.119	0.164
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	0.003	0.001
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.003	0.001
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0A0F970F5	0.003	0.001
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	0.003	0.001
DPEP2	Q9H4A9	True	DPEP2_HUMAN	LeukotrieneE4_byDPEP2	CPI-CS048E474A5	0.001	0.03
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	0.0	0.0
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C94B5884	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.001	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0EFC3DBAF	0.001	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.001	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.001	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.001	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.001	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0EFC3DBAF	0.001	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.001	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.001	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.001	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IbIIa_TDGF1	CPI-CS060B4E81F	0.0	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IbIIb_TDGF1	CPI-CS05AEAC684	0.0	0.0
TDGF1	P13385	True	TDGF1_HUMAN	NODAL_receptor_IcIIb_TDGF1	CPI-CS02FBABE5A	0.0	0.0
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.078	0.001
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-CS061152023	0.016	0.001
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-CS061152023	0.016	0.001
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.012	0.001
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.012	0.0
PTCH2	Q9Y6C5	True	PTC2_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.012	0.005
BOC	Q9BWV1	True	BOC_HUMAN	PTCH2_BOC_transmembrane_receptor	CPI-CS07D2364C3	0.012	0.001
BOC	Q9BWV1	True	BOC_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.049	0.001
CDON	Q4KMG0	True	CDON_HUMAN	PTCH2_CDON_transmembrane_receptor	CPI-CS0E91836A4	0.012	0.0
CDON	Q4KMG0	True	CDON_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.012	0.0
GAS1	P54826	True	GAS1_HUMAN	PTCH2_GAS1_transmembrane_receptor	CPI-CS0E63C11C2	0.012	0.005
GAS1	P54826	True	GAS1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.049	0.005
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_BOC_transmembrane_receptor	CPI-CS07CECBD31	0.049	0.001
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_CDON_transmembrane_receptor	CPI-CS0F34B5B7B	0.012	0.0
PTCH1	Q13635	True	PTC1_HUMAN	PTCH_GAS1_transmembrane_receptor	CPI-CS03FEC2D68	0.049	0.005
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.004	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.029	0.025
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.056	0.025
TREM2	Q9NZC2	True	TREM2_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.029	0.025
TYROBP	O43914	True	TYOBP_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.029	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.056	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.042	0.011
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.042	0.011
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.063	0.025
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.053	0.001
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.042	0.011
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0837F11F9	0.042	0.011
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.063	0.025
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.053	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.048	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.048	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.048	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.048	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.048	0.001
RARA	P10276	True	RARA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC08F908F82	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC026C4A350	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA	CPI-CC019B04ACA	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.012	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC065EAD131	0.009	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC0B7305040	0.009	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG	CPI-CC08FFD9783	0.009	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.001	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.001	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.001	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0DACB3814	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0EE65B390	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRB	CPI-CC0D18F107A	0.048	0.001
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC01013C167	0.001	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC0B0EE8B92	0.001	0.0
CRABP2	P29373	True	RABP2_HUMAN	RAreceptor_RXRG	CPI-CC07EB70E9C	0.001	0.0
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC0C0E5D3E6	0.048	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC006FA0683	0.048	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RARA_RXRA	CPI-CC034CDFF5A	0.048	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC08689D69E	0.048	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03471D12E	0.048	0.001
RXRA	P19793	True	RXRA_HUMAN	RAreceptor_RXRA	CPI-CC03F4523A8	0.048	0.001
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC08CA59D0F	0.012	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC07740C2C7	0.012	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB	CPI-CC03D29A57A	0.012	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.012	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.012	0.0
RARB	P10826	True	RARB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.012	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC054A62E24	0.012	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC0033B8550	0.012	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RARB_RXRB	CPI-CC02DA10AF1	0.012	0.0
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0DACB3814	0.048	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0EE65B390	0.048	0.001
RXRB	P28702	True	RXRB_HUMAN	RAreceptor_RXRB	CPI-CC0D18F107A	0.048	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC065EAD131	0.009	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC0B7305040	0.009	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG	CPI-CC08FFD9783	0.009	0.001
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.001	0.0
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.001	0.0
RARG	P13631	True	RARG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0C253E5C0	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC04D4A2639	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RARG_RXRG	CPI-CC0DB92A7C7	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC01013C167	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC0B0EE8B92	0.001	0.0
RXRG	P48443	True	RXRG_HUMAN	RAreceptor_RXRG	CPI-CC07EB70E9C	0.001	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.176	2.082
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.094	0.085
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.176	2.082
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.012	0.176
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.012	0.176
CCL3L1	CCL3L1	False	CCL3L1		CPI-SS0E1735D13	0.071	1.37
